Average: 0,8726581883430481
0,8708717823028564
0,8755390644073486
0,8744370937347412
0,8719148635864258
0,8764910697937012
0,8744819164276123
0,8775990009307861
0,8759670257568359
0,8745269775390625
0,8734900951385498
0,8736100196838379
0,8741171360015869
0,875051736831665
0,8751571178436279
0,8740901947021484
0,8737521171569824
0,8721861839294434
0,8702290058135986
0,8704841136932373
0,8702869415283203
0,8718621730804443
0,8712527751922607
0,8688681125640869
0,8700771331787109
0,8701510429382324
0,871161937713623
0,8722388744354248
0,872189998626709
0,871575117111206
0,8713889122009277
0,8759918212890625
0,8748140335083008
0,874763011932373
0,8746850490570068
0,874387264251709
0,8729028701782227
0,8744771480560303
0,8763148784637451
0,873286247253418
0,8731889724731445
0,8742311000823975
0,8746612071990967
0,8729019165039062
0,8742361068725586
0,873405933380127
0,8702850341796875
0,8706769943237305
0,8682980537414551
0,8732280731201172
0,872462272644043
0,8717329502105713
0,8708939552307129
0,8708040714263916
0,8698718547821045
0,8720901012420654
0,8720641136169434
0,8701088428497314
0,8715999126434326
0,8717892169952393
0,873406171798706
0,8726580142974854
0,8748180866241455
0,8727240562438965
0,8732478618621826
0,8718881607055664
0,8712992668151855
0,8708860874176025
0,8683309555053711
0,870063066482544
0,8703920841217041
0,8728339672088623
0,8724870681762695
0,871204137802124
0,871182918548584
0,8710629940032959
0,8720240592956543
0,8711459636688232
0,8721120357513428
0,8712120056152344
0,8732540607452393
0,873884916305542
0,8758950233459473
0,8727188110351562
0,8747730255126953
0,874176025390625
0,8725898265838623
0,8737821578979492
0,8757996559143066
0,875546932220459
0,8740451335906982
0,8734917640686035
0,8736789226531982
0,8741970062255859
0,871392011642456
0,8714039325714111
0,8718979358673096
0,8694901466369629
0,8712248802185059
0,8720371723175049
0,8703579902648926
